x,xl
http://purl.obolibrary.org/obo/UBERON_0015788,olfactory apparatus chamber
http://purl.obolibrary.org/obo/UBERON_0015174,helicine artery of penis
http://purl.obolibrary.org/obo/UBERON_0002071,stratum lucidum of epidermis
http://purl.obolibrary.org/obo/UBERON_0005105,posterior mesonephric tubule
http://purl.obolibrary.org/obo/UBERON_0007738,metacarpophalangeal joint of manual digit 2
http://purl.obolibrary.org/obo/UBERON_0001949,gingival epithelium
http://purl.obolibrary.org/obo/UBERON_0007158,lumen of anal canal
http://purl.obolibrary.org/obo/UBERON_0014704,pleuroperitoneal canal lumen
http://purl.obolibrary.org/obo/UBERON_0003991,fourth ventricle median aperture
http://purl.obolibrary.org/obo/UBERON_0020358,accessory XI nerve nucleus
http://purl.obolibrary.org/obo/UBERON_0001245,anus
http://purl.obolibrary.org/obo/UBERON_2002091,median caudal cartilage
http://purl.obolibrary.org/obo/UBERON_0001554,skin of hip
http://purl.obolibrary.org/obo/UBERON_0002541,germ ring
http://purl.obolibrary.org/obo/UBERON_0018227,pulmonary lymphatic vessel
http://purl.obolibrary.org/obo/UBERON_0012402,small intestine smooth muscle longitudinal layer
http://purl.obolibrary.org/obo/UBERON_0035143,preputial space of female
http://purl.obolibrary.org/obo/UBERON_0006271,orbital fissure
http://purl.obolibrary.org/obo/UBERON_0014795,pelvic appendage muscle
http://purl.obolibrary.org/obo/UBERON_0009115,thoracic thymus
http://purl.obolibrary.org/obo/UBERON_0013230,nictitans gland
http://purl.obolibrary.org/obo/UBERON_0004275,third ventricle choroid plexus epithelium
http://purl.obolibrary.org/obo/UBERON_0006580,mantle cavity
http://purl.obolibrary.org/obo/UBERON_0016565,cerebral blood vessel
http://purl.obolibrary.org/obo/UBERON_0015024,manual digit phalanx endochondral element
http://purl.obolibrary.org/obo/CL_1000155,Malpighian tubule stellate cell
http://purl.obolibrary.org/obo/UBERON_6000000,germ layer derivative
http://purl.obolibrary.org/obo/UBERON_0000044,dorsal root ganglion
http://purl.obolibrary.org/obo/UBERON_0005299,prepuce of clitoris
http://purl.obolibrary.org/obo/UBERON_0004921,subdivision of digestive tract
http://purl.obolibrary.org/obo/UBERON_0004054,internal male genitalia
http://purl.obolibrary.org/obo/UBERON_4000176,anal fin lepidotrichium
http://purl.obolibrary.org/obo/CL_1000327,appendix goblet cell
http://purl.obolibrary.org/obo/UBERON_2001613,dorsal fin middle radial bone
http://purl.obolibrary.org/obo/UBERON_0003988,thymus corticomedullary boundary
http://purl.obolibrary.org/obo/UBERON_0008843,gubernaculum testis
http://purl.obolibrary.org/obo/UBERON_0006430,xiphoid cartilage
http://purl.obolibrary.org/obo/CL_1001587,uterine cervix glandular cell
http://purl.obolibrary.org/obo/UBERON_0002169,alveolar sac
http://purl.obolibrary.org/obo/UBERON_0005769,basement membrane of epithelium
http://purl.obolibrary.org/obo/UBERON_5012138,pedal digit 8 plus metapodial segment
http://purl.obolibrary.org/obo/UBERON_0002842,fifth cervical dorsal root ganglion
http://purl.obolibrary.org/obo/UBERON_0005464,median sacral artery
http://purl.obolibrary.org/obo/UBERON_0003670,smegma
http://purl.obolibrary.org/obo/UBERON_0012297,male urethral crest
http://purl.obolibrary.org/obo/CL_0002095,hilus cell of ovary
http://purl.obolibrary.org/obo/UBERON_0003267,tooth of upper jaw
http://purl.obolibrary.org/obo/PATO_0045026,normal life span
http://purl.obolibrary.org/obo/UBERON_0010014,epigonal organ
http://purl.obolibrary.org/obo/UBERON_0017659,ventral surface of penis
http://purl.obolibrary.org/obo/UBERON_0004776,inner renal medulla vasa recta
http://purl.obolibrary.org/obo/UBERON_0014379,adductor hallucis muscle
http://purl.obolibrary.org/obo/UBERON_0002140,parabigeminal nucleus
http://purl.obolibrary.org/obo/UBERON_0001089,sweat
http://purl.obolibrary.org/obo/UBERON_0010096,future myelencephalon
http://purl.obolibrary.org/obo/UBERON_0010681,pedal digit 2 phalanx cartilage element
http://purl.obolibrary.org/obo/UBERON_0015792,prostate gland dorsal lobe
http://purl.obolibrary.org/obo/UBERON_0022234,medial longitudinal stria
http://purl.obolibrary.org/obo/UBERON_0002019,accessory XI nerve
http://purl.obolibrary.org/obo/UBERON_0035117,diastema between lower central incisors
http://purl.obolibrary.org/obo/UBERON_0007162,lateral arcuate ligament
http://purl.obolibrary.org/obo/UBERON_0007266,intervertebral disk of atlas
http://purl.obolibrary.org/obo/UBERON_0007747,metacarpophalangeal joint of manual digit 5
http://purl.obolibrary.org/obo/UBERON_0001958,terminal bronchiole epithelium
http://purl.obolibrary.org/obo/UBERON_0004162,pulmonary myocardium
http://purl.obolibrary.org/obo/UBERON_0001441,hindlimb skeleton
http://purl.obolibrary.org/obo/UBERON_0001254,urothelium of ureter
http://purl.obolibrary.org/obo/UBERON_0011776,dorsal commissural nucleus of spinal cord
http://purl.obolibrary.org/obo/UBERON_0004063,spinal cord alar plate
http://purl.obolibrary.org/obo/UBERON_0000961,thoracic ganglion
http://purl.obolibrary.org/obo/UBERON_0006223,dorsal meso-oesophagus
http://purl.obolibrary.org/obo/UBERON_0006909,lumen of digestive tract
http://purl.obolibrary.org/obo/CL_1001596,salivary gland glandular cell
http://purl.obolibrary.org/obo/UBERON_0005104,anterior mesonephric tubule
http://purl.obolibrary.org/obo/UBERON_3000433,pineal foramen
http://purl.obolibrary.org/obo/UBERON_5012261,manual major digit (Aves) plus metapodial segment
http://purl.obolibrary.org/obo/UBERON_0034987,lumbar nerve plexus
http://purl.obolibrary.org/obo/UBERON_0003618,aorta tunica media
http://purl.obolibrary.org/obo/UBERON_2000297,vagal lobe
http://purl.obolibrary.org/obo/UBERON_0010720,hindlimb zeugopod skeleton
http://purl.obolibrary.org/obo/UBERON_0001033,gustatory system
http://purl.obolibrary.org/obo/UBERON_0006717,autopodial skeleton
http://purl.obolibrary.org/obo/UBERON_0010222,anatomical line between pupils
http://purl.obolibrary.org/obo/UBERON_3010463,animal cap
http://purl.obolibrary.org/obo/UBERON_0007159,lumen of colon
http://purl.obolibrary.org/obo/UBERON_2002092,rostral cartilage
http://purl.obolibrary.org/obo/UBERON_0007567,regenerating anatomical structure
http://purl.obolibrary.org/obo/UBERON_0006013,interdigital region between manual digits
http://purl.obolibrary.org/obo/UBERON_0006307,urogenital membrane
http://purl.obolibrary.org/obo/UBERON_0001749,parenchyma of parathyroid gland
http://purl.obolibrary.org/obo/UBERON_0004276,fourth ventricle choroid plexus epithelium
http://purl.obolibrary.org/obo/UBERON_0014697,posterior choroidal artery
http://purl.obolibrary.org/obo/UBERON_0018649,cardiac muscle tissue of ventricle
http://purl.obolibrary.org/obo/UBERON_0004159,atrial septum intermedium
http://purl.obolibrary.org/obo/CL_0008002,skeletal muscle fiber
http://purl.obolibrary.org/obo/UBERON_0009695,epithelium of laryngopharynx
http://purl.obolibrary.org/obo/UBERON_0000992,ovary
http://purl.obolibrary.org/obo/UBERON_5111984,pedal digit 6 digitopodial skeleton
http://purl.obolibrary.org/obo/UBERON_3010465,animal cap outer layer
http://purl.obolibrary.org/obo/UBERON_0009589,mesenchyme of interdigital region between manual digits 4 and 5
http://purl.obolibrary.org/obo/UBERON_0002965,rostral intralaminar nuclear group
http://purl.obolibrary.org/obo/UBERON_0006868,seminal fluid secreting gland
http://purl.obolibrary.org/obo/UBERON_0007108,vernix caseosa
http://purl.obolibrary.org/obo/UBERON_0003992,fourth ventricle lateral aperture
http://purl.obolibrary.org/obo/UBERON_0001720,cochlear nucleus
http://purl.obolibrary.org/obo/UBERON_0004922,postnatal subventricular zone
http://purl.obolibrary.org/obo/UBERON_0003501,retina blood vessel
http://purl.obolibrary.org/obo/UBERON_4000177,dorsal fin lepidotrichium
http://purl.obolibrary.org/obo/CL_0002480,nasal mucosa goblet cell
http://purl.obolibrary.org/obo/UBERON_0009860,ascidian digestive gland
http://purl.obolibrary.org/obo/UBERON_0012306,lateral cervical lymph node
http://purl.obolibrary.org/obo/CL_1001588,colon glandular cell
http://purl.obolibrary.org/obo/CL_0000033,apocrine cell
http://purl.obolibrary.org/obo/UBERON_0002843,seventh cervical dorsal root ganglion
http://purl.obolibrary.org/obo/UBERON_0002656,periamygdaloid area
http://purl.obolibrary.org/obo/UBERON_2001614,anal fin middle radial bone
http://purl.obolibrary.org/obo/UBERON_0015025,manual digit 1 phalanx endochondral element
http://purl.obolibrary.org/obo/UBERON_0001411,basilic vein
http://purl.obolibrary.org/obo/UBERON_0003268,tooth of lower jaw
http://purl.obolibrary.org/obo/UBERON_0009040,deep circumflex iliac artery
http://purl.obolibrary.org/obo/UBERON_0012298,female urethral crest
http://purl.obolibrary.org/obo/UBERON_0004525,cardiac muscle tissue of trabecula carnea of right ventricle
http://purl.obolibrary.org/obo/UBERON_0035567,accessory pretectal nucleus
http://purl.obolibrary.org/obo/UBERON_0004132,trigeminal sensory nucleus
http://purl.obolibrary.org/obo/UBERON_0010719,girdle skeleton
http://purl.obolibrary.org/obo/UBERON_0004220,large intestine smooth muscle
http://purl.obolibrary.org/obo/UBERON_0012100,appendicocostalis muscle
http://purl.obolibrary.org/obo/UBERON_0009622,pronephric proximal straight tubule
http://purl.obolibrary.org/obo/UBERON_0001663,cerebral vein
http://purl.obolibrary.org/obo/UBERON_0003386,smooth muscle of eye
http://purl.obolibrary.org/obo/UBERON_0006812,mental foramen
http://purl.obolibrary.org/obo/UBERON_0010682,pedal digit 3 phalanx cartilage element
http://purl.obolibrary.org/obo/UBERON_0002347,thoracic vertebra
http://purl.obolibrary.org/obo/UBERON_0013135,interdental plate
http://purl.obolibrary.org/obo/UBERON_0003620,manual digit 1 phalanx
http://purl.obolibrary.org/obo/UBERON_2005269,hypophyseal fenestra
http://purl.obolibrary.org/obo/UBERON_0006590,remnant of embryonic structure
http://purl.obolibrary.org/obo/UBERON_0022323,entorhinal cortex layer 4
http://purl.obolibrary.org/obo/UBERON_0034898,alveolar ridge of premaxilla
http://purl.obolibrary.org/obo/UBERON_0005302,female preputial gland
http://purl.obolibrary.org/obo/UBERON_0034986,sacral nerve plexus
http://purl.obolibrary.org/obo/UBERON_0007267,trachea pre-cartilage rings
http://purl.obolibrary.org/obo/UBERON_0001442,skeleton of manus
http://purl.obolibrary.org/obo/UBERON_2001361,basiventral
http://purl.obolibrary.org/obo/UBERON_0002996,nucleus of optic tract
http://purl.obolibrary.org/obo/UBERON_0034969,epithelial layer of duct
http://purl.obolibrary.org/obo/UBERON_0004777,respiratory system submucosa
http://purl.obolibrary.org/obo/UBERON_0035610,hair canal
http://purl.obolibrary.org/obo/UBERON_0006716,mesopodium region
http://purl.obolibrary.org/obo/UBERON_0008952,upper lobe of left lung
http://purl.obolibrary.org/obo/UBERON_0015080,proximal carpal bone pre-cartilage condensation
http://purl.obolibrary.org/obo/UBERON_4300105,caudal vertebra 1
http://purl.obolibrary.org/obo/UBERON_0006192,mesonephric proximal tubule
http://purl.obolibrary.org/obo/UBERON_0002378,muscle of abdomen
http://purl.obolibrary.org/obo/UBERON_0003646,metacarpal bone of digit 2
http://purl.obolibrary.org/obo/UBERON_0002294,biliary system
http://purl.obolibrary.org/obo/UBERON_0035763,cavity of cardiac chamber
http://purl.obolibrary.org/obo/UBERON_0016876,digit 6 digitopodial skeleton
http://purl.obolibrary.org/obo/UBERON_0006014,interdigital region between pedal digits
http://purl.obolibrary.org/obo/UBERON_0005515,rhombomere 5
http://purl.obolibrary.org/obo/UBERON_3010464,animal cap inner layer
http://purl.obolibrary.org/obo/UBERON_0007721,interphalangeal joint of pes
http://purl.obolibrary.org/obo/UBERON_3010071,cranial crest
http://purl.obolibrary.org/obo/UBERON_0022941,dorsal nerve root of sacral spinal cord
http://purl.obolibrary.org/obo/CL_1001597,seminal vesicle glandular cell
http://purl.obolibrary.org/obo/UBERON_0009614,hindbrain neural plate
http://purl.obolibrary.org/obo/UBERON_0004189,glomerular endothelium
http://purl.obolibrary.org/obo/UBERON_0003648,metacarpal bone of digit 4
http://purl.obolibrary.org/obo/UBERON_0004277,eye muscle
http://purl.obolibrary.org/obo/UBERON_4200108,outer digit of hand
http://purl.obolibrary.org/obo/UBERON_0016567,statoconial membrane
http://purl.obolibrary.org/obo/UBERON_0036248,joint of auditory ossicle
http://purl.obolibrary.org/obo/UBERON_0001558,lower respiratory tract
http://purl.obolibrary.org/obo/UBERON_0001247,falciform ligament
http://purl.obolibrary.org/obo/UBERON_2000271,radial bone
http://purl.obolibrary.org/obo/UBERON_0008826,pulmonary surfactant
http://purl.obolibrary.org/obo/UBERON_0005381,dentate gyrus granule cell layer
http://purl.obolibrary.org/obo/UBERON_0003483,thymus lymphoid tissue
http://purl.obolibrary.org/obo/CL_0000034,stem cell
http://purl.obolibrary.org/obo/UBERON_0005359,spinal cord ependyma
http://purl.obolibrary.org/obo/UBERON_0013232,serous acinus
http://purl.obolibrary.org/obo/UBERON_0002968,central gray substance of pons
http://purl.obolibrary.org/obo/CL_1001589,duodenum glandular cell
http://purl.obolibrary.org/obo/UBERON_0001807,paravertebral ganglion
http://purl.obolibrary.org/obo/UBERON_0003584,mammary gland connective tissue
http://purl.obolibrary.org/obo/UBERON_0003672,dentition
http://purl.obolibrary.org/obo/UBERON_0015026,manual digit 2 phalanx endochondral element
http://purl.obolibrary.org/obo/UBERON_0009767,proximal interphalangeal joint
http://purl.obolibrary.org/obo/CP_0000035,polychromatophilic cytoplasm
http://purl.obolibrary.org/obo/UBERON_0004526,cardiac muscle tissue of trabecula carnea of left ventricle
http://purl.obolibrary.org/obo/UBERON_0004749,blastodisc
http://purl.obolibrary.org/obo/UBERON_0003291,meninx of hindbrain
http://purl.obolibrary.org/obo/UBERON_0007109,meconium
http://purl.obolibrary.org/obo/UBERON_3010231,costal folds
http://purl.obolibrary.org/obo/UBERON_0004221,intestine smooth muscle
http://purl.obolibrary.org/obo/UBERON_0008124,joint articular surface
http://purl.obolibrary.org/obo/UBERON_0001500,muscle of manus
http://purl.obolibrary.org/obo/UBERON_0009041,superficial circumflex iliac artery
http://purl.obolibrary.org/obo/UBERON_0004682,corona radiata of neuraxis
http://purl.obolibrary.org/obo/UBERON_0002024,internal carotid nerve plexus
http://purl.obolibrary.org/obo/UBERON_0015215,median arcuate ligament
http://purl.obolibrary.org/obo/UBERON_2001671,anal fin radial bone
http://purl.obolibrary.org/obo/UBERON_0006912,urinary bladder muscularis mucosa
http://purl.obolibrary.org/obo/UBERON_0001980,arteriole
http://purl.obolibrary.org/obo/UBERON_0010683,pedal digit 4 phalanx cartilage element
http://purl.obolibrary.org/obo/CL_0000247,Rohon-Beard neuron
http://purl.obolibrary.org/obo/UBERON_0005069,neural fold hinge point
http://purl.obolibrary.org/obo/UBERON_0019307,epithelium of external nose
http://purl.obolibrary.org/obo/UBERON_0005420,pelvic appendage bud
http://purl.obolibrary.org/obo/UBERON_0005303,hypogastric nerve
http://purl.obolibrary.org/obo/UBERON_0014450,pretectal nucleus
http://purl.obolibrary.org/obo/UBERON_0018284,lower premolar 1
http://purl.obolibrary.org/obo/UBERON_0035100,retractor penis magnus muscle
http://purl.obolibrary.org/obo/UBERON_0005970,brain commissure
http://purl.obolibrary.org/obo/UBERON_0003125,vitelline membrane
http://purl.obolibrary.org/obo/UBERON_0015081,proximal tarsal endochondral element
http://purl.obolibrary.org/obo/UBERON_0010533,metanephros cortex
http://purl.obolibrary.org/obo/UBERON_0004679,dentate gyrus molecular layer
http://purl.obolibrary.org/obo/UBERON_0016880,future nervous system
http://purl.obolibrary.org/obo/UBERON_3010436,blastocoel roof
http://purl.obolibrary.org/obo/UBERON_0002999,oral pontine reticular nucleus
http://purl.obolibrary.org/obo/UBERON_2002012,dentary foramen
http://purl.obolibrary.org/obo/UBERON_0003647,metacarpal bone of digit 3
http://purl.obolibrary.org/obo/UBERON_0018321,foramen for glossopharyngeal nerve
http://purl.obolibrary.org/obo/UBERON_0004943,submucosa of urinary bladder
http://purl.obolibrary.org/obo/CL_0002451,mammary stem cell
http://purl.obolibrary.org/obo/UBERON_0005417,forelimb bud
http://purl.obolibrary.org/obo/UBERON_0010535,primitive metanephric nephron
http://purl.obolibrary.org/obo/UBERON_0015030,pedal digit phalanx endochondral element
http://purl.obolibrary.org/obo/UBERON_0006309,venous vitelline plexus
http://purl.obolibrary.org/obo/UBERON_0009615,midbrain hindbrain boundary neural plate
http://purl.obolibrary.org/obo/UBERON_0007722,interphalangeal joint of manus
http://purl.obolibrary.org/obo/UBERON_0001557,upper respiratory tract
http://purl.obolibrary.org/obo/CL_1001598,small intestine glandular cell
